VCL,1,1,13,9,3744,94.444378931137,1913.1372
VLA,1,4,1,1,256,48.000002296136,130.8128
VLA,1,4,1,2,512,60.000002296136,261.6256
VLA,1,4,1,3,768,67.019552304790,392.4384
VLA,1,4,1,4,1024,72.000002296136,523.2512
VLA,1,4,1,5,1280,75.863139434784,654.064
VLA,1,4,1,6,1536,79.019552304790,784.8768
VLA,1,4,1,7,1792,81.688261360827,915.6896
VLA,1,4,1,8,2048,84.000002296136,1046.5024
VLA,1,4,1,9,2304,86.039102313444,1177.3152
VLA,1,3,11,1,352,53.513181719783,179.8676
VLA,1,3,11,2,704,65.513181719783,359.7352
VLA,1,3,11,3,1056,72.532731728437,539.6028
VLA,1,3,11,4,1408,77.513181719783,719.4704
VLA,1,3,11,5,1760,81.376318858432,899.338
VLA,1,3,11,6,2112,84.532731728437,1079.2056
VLA,1,3,11,7,2464,87.201440784475,1259.0732
VLA,1,3,11,8,2816,89.513181719783,1438.9408
VLA,1,3,11,9,3168,91.552281737091,1618.8084
VLA,1,2,5,1,640,63.863139434784,327.032
VLA,1,2,5,2,1280,75.863139434784,654.064
VLA,1,2,5,3,1920,82.882689443438,981.096
VLA,1,2,5,4,2560,87.863139434784,1308.128
VLA,1,2,5,5,3200,91.726276573432,1635.16
VLA,1,2,5,6,3840,94.882689443438,1962.192
VLA,1,2,5,7,4480,97.551398499475,2289.224
VLA,1,2,5,8,5120,99.863139434784,2616.256
VLA,1,2,5,9,5760,101.902239452092,2943.288
VLA,1,1,7,1,896,69.688261360827,457.8448
VLA,1,1,7,2,1792,81.688261360827,915.6896
VLA,1,1,7,3,2688,88.707811369481,1373.5344
VLA,1,1,7,4,3584,93.688261360827,1831.3792
VLA,1,1,7,5,4480,97.551398499475,2289.224
VLA,1,1,7,6,5376,100.707811369481,2747.0688
VLA,1,1,7,7,6272,103.376520425518,3204.9136
VLA,1,1,7,8,7168,105.688261360827,3662.7584
VLA,1,1,7,9,8064,107.727361378135,4120.6032
VLN,1,4,3,1,384,55.019552304790,196.2192
VLN,1,4,3,2,768,67.019552304790,392.4384
VLN,1,4,3,3,1152,74.039102313444,588.6576
VLN,1,4,3,4,1536,79.019552304790,784.8768
VLN,1,4,3,5,1920,82.882689443438,981.096
VLN,1,4,3,6,2304,86.039102313444,1177.3152
VLN,1,4,3,7,2688,88.707811369481,1373.5344
VLN,1,4,3,8,3072,91.019552304790,1569.7536
VLN,1,4,3,9,3456,93.058652322097,1765.9728
VLN,1,3,1,1,512,60.000002296136,261.6256
VLN,1,3,1,2,1024,72.000002296136,523.2512
VLN,1,3,1,3,1536,79.019552304790,784.8768
VLN,1,3,1,4,2048,84.000002296136,1046.5024
VLN,1,3,1,5,2560,87.863139434784,1308.128
VLN,1,3,1,6,3072,91.019552304790,1569.7536
VLN,1,3,1,7,3584,93.688261360827,1831.3792
VLN,1,3,1,8,4096,96.000002296136,2093.0048
VLN,1,3,1,9,4608,98.039102313444,2354.6304
VLN,1,2,7,1,896,69.688261360827,457.8448
VLN,1,2,7,2,1792,81.688261360827,915.6896
VLN,1,2,7,3,2688,88.707811369481,1373.5344
VLN,1,2,7,4,3584,93.688261360827,1831.3792
VLN,1,2,7,5,4480,97.551398499475,2289.224
VLN,1,2,7,6,5376,100.707811369481,2747.0688
VLN,1,2,7,7,6272,103.376520425518,3204.9136
VLN,1,2,7,8,7168,105.688261360827,3662.7584
VLN,1,2,7,9,8064,107.727361378135,4120.6032
VLN,1,1,5,1,1280,75.863139434784,654.064
VLN,1,1,5,2,2560,87.863139434784,1308.128
VLN,1,1,5,3,3840,94.882689443438,1962.192
VLN,1,1,5,4,5120,99.863139434784,2616.256
VLN,1,1,5,5,6400,103.726276573432,3270.32
VLN,1,1,5,6,7680,106.882689443438,3924.384
VLN,1,1,5,7,8960,109.551398499475,4578.448
VLN,1,1,5,8,10240,111.863139434784,5232.512
VLN,1,1,5,9,11520,113.902239452092,5886.576
CB,3,4,3,1,72,26.039102313444,36.7911
CB,3,4,3,2,144,38.039102313444,73.5822
CB,3,4,3,3,216,45.058652322097,110.3733
CB,3,4,3,4,288,50.039102313444,147.1644
CB,3,4,3,5,360,53.902239452092,183.9555
CB,3,4,3,6,432,57.058652322097,220.7466
CB,3,4,3,7,504,59.727361378135,257.5377
CB,3,4,3,8,576,62.039102313444,294.3288
CB,3,4,3,9,648,64.078202330751,331.1199
CB,3,3,1,1,96,31.019552304790,49.0548
CB,3,3,1,2,192,43.019552304790,98.1096
CB,3,3,1,3,288,50.039102313444,147.1644
CB,3,3,1,4,384,55.019552304790,196.2192
CB,3,3,1,5,480,58.882689443438,245.274
CB,3,3,1,6,576,62.039102313444,294.3288
CB,3,3,1,7,672,64.707811369481,343.3836
CB,3,3,1,8,768,67.019552304790,392.4384
CB,3,3,1,9,864,69.058652322097,441.4932
CB,3,2,11,1,132,36.532731728437,67.45035
CB,3,2,11,2,264,48.532731728437,134.9007
CB,3,2,11,3,396,55.552281737091,202.35105
CB,3,2,11,4,528,60.532731728437,269.8014
CB,3,2,11,5,660,64.395868867086,337.25175
CB,3,2,11,6,792,67.552281737091,404.7021
CB,3,2,11,7,924,70.220990793128,472.15245
CB,3,2,11,8,1056,72.532731728437,539.6028
CB,3,2,11,9,1188,74.571831745745,607.05315
CB,3,1,7,1,168,40.707811369481,85.8459
CB,3,1,7,2,336,52.707811369481,171.6918
CB,3,1,7,3,504,59.727361378135,257.5377
CB,3,1,7,4,672,64.707811369481,343.3836
CB,3,1,7,5,840,68.570948508129,429.2295
CB,3,1,7,6,1008,71.727361378135,515.0754
CB,3,1,7,7,1176,74.396070434172,600.9213
CB,3,1,7,8,1344,76.707811369481,686.7672
CB,3,1,7,9,1512,78.746911386789,772.6131
VCL,3,4,5,1,120,34.882689443438,61.3185
VCL,3,4,5,2,240,46.882689443438,122.637
VCL,3,4,5,3,360,53.902239452092,183.9555
VCL,3,4,5,4,480,58.882689443438,245.274
VCL,3,4,5,5,600,62.745826582086,306.5925
VCL,3,4,5,6,720,65.902239452092,367.911
VCL,3,4,5,7,840,68.570948508129,429.2295
VCL,3,4,5,8,960,70.882689443438,490.548
VCL,3,4,5,9,1080,72.921789460746,551.8665
VCL,3,3,7,1,168,40.707811369481,85.8459
VCL,3,3,7,2,336,52.707811369481,171.6918
VCL,3,3,7,3,504,59.727361378135,257.5377
VCL,3,3,7,4,672,64.707811369481,343.3836
VCL,3,3,7,5,840,68.570948508129,429.2295
VCL,3,3,7,6,1008,71.727361378135,515.0754
VCL,3,3,7,7,1176,74.396070434172,600.9213
VCL,3,3,7,8,1344,76.707811369481,686.7672
VCL,3,3,7,9,1512,78.746911386789,772.6131
VCL,3,2,13,1,312,51.424828922483,159.4281
VCL,3,2,13,2,624,63.424828922483,318.8562
VCL,3,2,13,3,936,70.444378931137,478.2843
VCL,3,2,13,4,1248,75.424828922483,637.7124
VCL,3,2,13,5,1560,79.287966061131,797.1405
VCL,3,2,13,6,1872,82.444378931137,956.5686
VCL,3,2,13,7,2184,85.113087987174,1115.9967
VCL,3,2,13,8,2496,87.424828922483,1275.4248
VCL,3,2,13,9,2808,89.463928939791,1434.8529
VCL,3,1,1,1,384,55.019552304790,196.2192
VCL,3,1,1,2,768,67.019552304790,392.4384
VCL,3,1,1,3,1152,74.039102313444,588.6576
VCL,3,1,1,4,1536,79.019552304790,784.8768
VCL,3,1,1,5,1920,82.882689443438,981.096
VCL,3,1,1,6,2304,86.039102313444,1177.3152
VCL,3,1,1,7,2688,88.707811369481,1373.5344
VCL,3,1,1,8,3072,91.019552304790,1569.7536
VCL,3,1,1,9,3456,93.058652322097,1765.9728
VLA,3,4,5,1,240,46.882689443438,122.637
VLA,3,4,5,2,480,58.882689443438,245.274
VLA,3,4,5,3,720,65.902239452092,367.911
VLA,3,4,5,4,960,70.882689443438,490.548
VLA,3,4,5,5,1200,74.745826582086,613.185
VLA,3,4,5,6,1440,77.902239452092,735.822
VLA,3,4,5,7,1680,80.570948508129,858.459
VLA,3,4,5,8,1920,82.882689443438,981.096
VLA,3,4,5,9,2160,84.921789460746,1103.733
VLA,3,3,7,1,336,52.707811369481,171.6918
VLA,3,3,7,2,672,64.707811369481,343.3836
VLA,3,3,7,3,1008,71.727361378135,515.0754
VLA,3,3,7,4,1344,76.707811369481,686.7672
VLA,3,3,7,5,1680,80.570948508129,858.459
VLA,3,3,7,6,2016,83.727361378135,1030.1508
VLA,3,3,7,7,2352,86.396070434172,1201.8426
VLA,3,3,7,8,2688,88.707811369481,1373.5344
VLA,3,3,7,9,3024,90.746911386789,1545.2262
VLA,3,2,13,1,624,63.424828922483,318.8562
VLA,3,2,13,2,1248,75.424828922483,637.7124
VLA,3,2,13,3,1872,82.444378931137,956.5686
VLA,3,2,13,4,2496,87.424828922483,1275.4248
VLA,3,2,13,5,3120,91.287966061131,1594.281
VLA,3,2,13,6,3744,94.444378931137,1913.1372
VLA,3,2,13,7,4368,97.113087987174,2231.9934
VLA,3,2,13,8,4992,99.424828922483,2550.8496
VLA,3,2,13,9,5616,101.463928939790,2869.7058
VLA,3,1,1,1,768,67.019552304790,392.4384
VLA,3,1,1,2,1536,79.019552304790,784.8768
VLA,3,1,1,3,2304,86.039102313444,1177.3152
VLA,3,1,1,4,3072,91.019552304790,1569.7536
VLA,3,1,1,5,3840,94.882689443438,1962.192
VLA,3,1,1,6,4608,98.039102313444,2354.6304
VLA,3,1,1,7,5376,100.707811369481,2747.0688
VLA,3,1,1,8,6144,103.019552304790,3139.5072
VLA,3,1,1,9,6912,105.058652322097,3531.9456
VLN,3,4,1,1,384,55.019552304790,196.2192
VLN,3,4,1,2,768,67.019552304790,392.4384
VLN,3,4,1,3,1152,74.039102313444,588.6576
VLN,3,4,1,4,1536,79.019552304790,784.8768
VLN,3,4,1,5,1920,82.882689443438,981.096
VLN,3,4,1,6,2304,86.039102313444,1177.3152
VLN,3,4,1,7,2688,88.707811369481,1373.5344
VLN,3,4,1,8,3072,91.019552304790,1569.7536
VLN,3,4,1,9,3456,93.058652322097,1765.9728
VLN,3,3,3,1,576,62.039102313444,294.3288
VLN,3,3,3,2,1152,74.039102313444,588.6576
VLN,3,3,3,3,1728,81.058652322097,882.9864
VLN,3,3,3,4,2304,86.039102313444,1177.3152
VLN,3,3,3,5,2880,89.902239452092,1471.644
VLN,3,3,3,6,3456,93.058652322097,1765.9728
VLN,3,3,3,7,4032,95.727361378135,2060.3016
VLN,3,3,3,8,4608,98.039102313444,2354.6304
VLN,3,3,3,9,5184,100.078202330751,2648.9592
VLN,3,2,5,1,960,70.882689443438,490.548
VLN,3,2,5,2,1920,82.882689443438,981.096
VLN,3,2,5,3,2880,89.902239452092,1471.644
VLN,3,2,5,4,3840,94.882689443438,1962.192
VLN,3,2,5,5,4800,98.745826582086,2452.74
VLN,3,2,5,6,5760,101.902239452092,2943.288
VLN,3,2,5,7,6720,104.570948508129,3433.836
VLN,3,2,5,8,7680,106.882689443438,3924.384
VLN,3,2,5,9,8640,108.921789460746,4414.932
VLN,3,1,11,1,1056,72.532731728437,539.6028
VLN,3,1,11,2,2112,84.532731728437,1079.2056
VLN,3,1,11,3,3168,91.552281737091,1618.8084
VLN,3,1,11,4,4224,96.532731728437,2158.4112
VLN,3,1,11,5,5280,100.395868867086,2698.014
VLN,3,1,11,6,6336,103.552281737091,3237.6168
VLN,3,1,11,7,7392,106.220990793128,3777.2196
VLN,3,1,11,8,8448,108.532731728437,4316.8224
VLN,3,1,11,9,9504,110.571831745745,4856.4252
CB,5,4,1,1,80,27.863139434784,40.879
CB,5,4,1,2,160,39.863139434784,81.758
CB,5,4,1,3,240,46.882689443438,122.637
CB,5,4,1,4,320,51.863139434784,163.516
CB,5,4,1,5,400,55.726276573432,204.395
CB,5,4,1,6,480,58.882689443438,245.274
CB,5,4,1,7,560,61.551398499475,286.153
CB,5,4,1,8,640,63.863139434784,327.032
CB,5,4,1,9,720,65.902239452092,367.911
CB,5,3,11,1,110,33.376318858432,56.208625
CB,5,3,11,2,220,45.376318858432,112.41725
CB,5,3,11,3,330,52.395868867086,168.625875
CB,5,3,11,4,440,57.376318858432,224.8345
CB,5,3,11,5,550,61.239455997080,281.043125
CB,5,3,11,6,660,64.395868867086,337.25175
CB,5,3,11,7,770,67.064577923123,393.460375
CB,5,3,11,8,880,69.376318858432,449.669
CB,5,3,11,9,990,71.415418875739,505.877625
CB,5,2,13,1,130,36.268416052477,66.428375
CB,5,2,13,2,260,48.268416052477,132.85675
CB,5,2,13,3,390,55.287966061131,199.285125
CB,5,2,13,4,520,60.268416052477,265.7135
CB,5,2,13,5,650,64.131553191126,332.141875
CB,5,2,13,6,780,67.287966061131,398.57025
CB,5,2,13,7,910,69.956675117168,464.998625
CB,5,2,13,8,1040,72.268416052477,531.427
CB,5,2,13,9,1170,74.307516069785,597.855375
CB,5,1,5,1,200,43.726276573432,102.1975
CB,5,1,5,2,400,55.726276573432,204.395
CB,5,1,5,3,600,62.745826582086,306.5925
CB,5,1,5,4,800,67.726276573432,408.79
CB,5,1,5,5,1000,71.589413712081,510.9875
CB,5,1,5,6,1200,74.745826582086,613.185
CB,5,1,5,7,1400,77.414535638124,715.3825
CB,5,1,5,8,1600,79.726276573432,817.58
CB,5,1,5,9,1800,81.765376590740,919.7775
VCL,5,4,3,1,120,34.882689443438,61.3185
VCL,5,4,3,2,240,46.882689443438,122.637
VCL,5,4,3,3,360,53.902239452092,183.9555
VCL,5,4,3,4,480,58.882689443438,245.274
VCL,5,4,3,5,600,62.745826582086,306.5925
VCL,5,4,3,6,720,65.902239452092,367.911
VCL,5,4,3,7,840,68.570948508129,429.2295
VCL,5,4,3,8,960,70.882689443438,490.548
VCL,5,4,3,9,1080,72.921789460746,551.8665
VCL,5,3,1,1,160,39.863139434784,81.758
VCL,5,3,1,2,320,51.863139434784,163.516
VCL,5,3,1,3,480,58.882689443438,245.274
VCL,5,3,1,4,640,63.863139434784,327.032
VCL,5,3,1,5,800,67.726276573432,408.79
VCL,5,3,1,6,960,70.882689443438,490.548
VCL,5,3,1,7,1120,73.551398499475,572.306
VCL,5,3,1,8,1280,75.863139434784,654.064
VCL,5,3,1,9,1440,77.902239452092,735.822
VCL,5,2,13,1,260,48.268416052477,132.85675
VCL,5,2,13,2,520,60.268416052477,265.7135
VCL,5,2,13,3,780,67.287966061131,398.57025
VCL,5,2,13,4,1040,72.268416052477,531.427
VCL,5,2,13,5,1300,76.131553191126,664.28375
VCL,5,2,13,6,1560,79.287966061131,797.1405
VCL,5,2,13,7,1820,81.956675117168,929.99725
VCL,5,2,13,8,2080,84.268416052477,1062.854
VCL,5,2,13,9,2340,86.307516069785,1195.71075
VCL,5,1,5,1,400,55.726276573432,204.395
VCL,5,1,5,2,800,67.726276573432,408.79
VCL,5,1,5,3,1200,74.745826582086,613.185
VCL,5,1,5,4,1600,79.726276573432,817.58
VCL,5,1,5,5,2000,83.589413712081,1021.975
VCL,5,1,5,6,2400,86.745826582086,1226.37
VCL,5,1,5,7,2800,89.414535638124,1430.765
VCL,5,1,5,8,3200,91.726276573432,1635.16
VCL,5,1,5,9,3600,93.765376590740,1839.555
VLA,5,4,3,1,240,46.882689443438,122.637
VLA,5,4,3,2,480,58.882689443438,245.274
VLA,5,4,3,3,720,65.902239452092,367.911
VLA,5,4,3,4,960,70.882689443438,490.548
VLA,5,4,3,5,1200,74.745826582086,613.185
VLA,5,4,3,6,1440,77.902239452092,735.822
VLA,5,4,3,7,1680,80.570948508129,858.459
VLA,5,4,3,8,1920,82.882689443438,981.096
VLA,5,4,3,9,2160,84.921789460746,1103.733
VLA,5,3,1,1,320,51.863139434784,163.516
VLA,5,3,1,2,640,63.863139434784,327.032
VLA,5,3,1,3,960,70.882689443438,490.548
VLA,5,3,1,4,1280,75.863139434784,654.064
VLA,5,3,1,5,1600,79.726276573432,817.58
VLA,5,3,1,6,1920,82.882689443438,981.096
VLA,5,3,1,7,2240,85.551398499475,1144.612
VLA,5,3,1,8,2560,87.863139434784,1308.128
VLA,5,3,1,9,2880,89.902239452092,1471.644
VLA,5,2,7,1,560,61.551398499475,286.153
VLA,5,2,7,2,1120,73.551398499475,572.306
VLA,5,2,7,3,1680,80.570948508129,858.459
VLA,5,2,7,4,2240,85.551398499475,1144.612
VLA,5,2,7,5,2800,89.414535638124,1430.765
VLA,5,2,7,6,3360,92.570948508129,1716.918
VLA,5,2,7,7,3920,95.239657564167,2003.071
VLA,5,2,7,8,4480,97.551398499475,2289.224
VLA,5,2,7,9,5040,99.590498516783,2575.377
VLA,5,1,11,1,880,69.376318858432,449.669
VLA,5,1,11,2,1760,81.376318858432,899.338
VLA,5,1,11,3,2640,88.395868867086,1349.007
VLA,5,1,11,4,3520,93.376318858432,1798.676
VLA,5,1,11,5,4400,97.239455997080,2248.345
VLA,5,1,11,6,5280,100.395868867086,2698.014
VLA,5,1,11,7,6160,103.064577923123,3147.683
VLA,5,1,11,8,7040,105.376318858432,3597.352
VLA,5,1,11,9,7920,107.415418875739,4047.021
VLN,5,4,5,1,400,55.726276573432,204.395
VLN,5,4,5,2,800,67.726276573432,408.79
VLN,5,4,5,3,1200,74.745826582086,613.185
VLN,5,4,5,4,1600,79.726276573432,817.58
VLN,5,4,5,5,2000,83.589413712081,1021.975
VLN,5,4,5,6,2400,86.745826582086,1226.37
VLN,5,4,5,7,2800,89.414535638124,1430.765
VLN,5,4,5,8,3200,91.726276573432,1635.16
VLN,5,4,5,9,3600,93.765376590740,1839.555
VLN,5,3,7,1,560,61.551398499475,286.153
VLN,5,3,7,2,1120,73.551398499475,572.306
VLN,5,3,7,3,1680,80.570948508129,858.459
VLN,5,3,7,4,2240,85.551398499475,1144.612
VLN,5,3,7,5,2800,89.414535638124,1430.765
VLN,5,3,7,6,3360,92.570948508129,1716.918
VLN,5,3,7,7,3920,95.239657564167,2003.071
VLN,5,3,7,8,4480,97.551398499475,2289.224
VLN,5,3,7,9,5040,99.590498516783,2575.377
VLN,5,2,11,1,880,69.376318858432,449.669
VLN,5,2,11,2,1760,81.376318858432,899.338
VLN,5,2,11,3,2640,88.395868867086,1349.007
VLN,5,2,11,4,3520,93.376318858432,1798.676
VLN,5,2,11,5,4400,97.239455997080,2248.345
VLN,5,2,11,6,5280,100.395868867086,2698.014
VLN,5,2,11,7,6160,103.064577923123,3147.683
VLN,5,2,11,8,7040,105.376318858432,3597.352
VLN,5,2,11,9,7920,107.415418875739,4047.021
VLN,5,1,1,1,1280,75.863139434784,654.064
VLN,5,1,1,2,2560,87.863139434784,1308.128
VLN,5,1,1,3,3840,94.882689443438,1962.192
VLN,5,1,1,4,5120,99.863139434784,2616.256
VLN,5,1,1,5,6400,103.726276573432,3270.32
VLN,5,1,1,6,7680,106.882689443438,3924.384
VLN,5,1,1,7,8960,109.551398499475,4578.448
VLN,5,1,1,8,10240,111.863139434784,5232.512
VLN,5,1,1,9,11520,113.902239452092,5886.576
CB,7,4,11,1,77,27.201440784475,39.3460375
CB,7,4,11,2,154,39.201440784475,78.692075
CB,7,4,11,3,231,46.220990793128,118.0381125
CB,7,4,11,4,308,51.201440784475,157.38415
CB,7,4,11,5,385,55.064577923123,196.7301875
CB,7,4,11,6,462,58.220990793128,236.076225
CB,7,4,11,7,539,60.889699849166,275.4222625
CB,7,4,11,8,616,63.201440784475,314.7683
CB,7,4,11,9,693,65.240540801782,354.1143375
CB,7,3,1,1,112,33.688261360827,57.2306
CB,7,3,1,2,224,45.688261360827,114.4612
CB,7,3,1,3,336,52.707811369481,171.6918
CB,7,3,1,4,448,57.688261360827,228.9224
CB,7,3,1,5,560,61.551398499475,286.153
CB,7,3,1,6,672,64.707811369481,343.3836
CB,7,3,1,7,784,67.376520425518,400.6142
CB,7,3,1,8,896,69.688261360827,457.8448
CB,7,3,1,9,1008,71.727361378135,515.0754
CB,7,2,5,1,140,37.551398499475,71.53825
CB,7,2,5,2,280,49.551398499475,143.0765
CB,7,2,5,3,420,56.570948508129,214.61475
CB,7,2,5,4,560,61.551398499475,286.153
CB,7,2,5,5,700,65.414535638124,357.69125
CB,7,2,5,6,840,68.570948508129,429.2295
CB,7,2,5,7,980,71.239657564167,500.76775
CB,7,2,5,8,1120,73.551398499475,572.306
CB,7,2,5,9,1260,75.590498516783,643.84425
CB,7,1,13,1,182,42.093537978520,92.999725
CB,7,1,13,2,364,54.093537978520,185.99945
CB,7,1,13,3,546,61.113087987174,278.999175
CB,7,1,13,4,728,66.093537978520,371.9989
CB,7,1,13,5,910,69.956675117168,464.998625
CB,7,1,13,6,1092,73.113087987174,557.99835
CB,7,1,13,7,1274,75.781797043211,650.998075
CB,7,1,13,8,1456,78.093537978520,743.9978
CB,7,1,13,9,1638,80.132637995828,836.997525
VCL,7,4,1,1,112,33.688261360827,57.2306
VCL,7,4,1,2,224,45.688261360827,114.4612
VCL,7,4,1,3,336,52.707811369481,171.6918
VCL,7,4,1,4,448,57.688261360827,228.9224
VCL,7,4,1,5,560,61.551398499475,286.153
VCL,7,4,1,6,672,64.707811369481,343.3836
VCL,7,4,1,7,784,67.376520425518,400.6142
VCL,7,4,1,8,896,69.688261360827,457.8448
VCL,7,4,1,9,1008,71.727361378135,515.0754
VCL,7,3,3,1,168,40.707811369481,85.8459
VCL,7,3,3,2,336,52.707811369481,171.6918
VCL,7,3,3,3,504,59.727361378135,257.5377
VCL,7,3,3,4,672,64.707811369481,343.3836
VCL,7,3,3,5,840,68.570948508129,429.2295
VCL,7,3,3,6,1008,71.727361378135,515.0754
VCL,7,3,3,7,1176,74.396070434172,600.9213
VCL,7,3,3,8,1344,76.707811369481,686.7672
VCL,7,3,3,9,1512,78.746911386789,772.6131
VCL,7,2,5,1,280,49.551398499475,143.0765
VCL,7,2,5,2,560,61.551398499475,286.153
VCL,7,2,5,3,840,68.570948508129,429.2295
VCL,7,2,5,4,1120,73.551398499475,572.306
VCL,7,2,5,5,1400,77.414535638124,715.3825
VCL,7,2,5,6,1680,80.570948508129,858.459
VCL,7,2,5,7,1960,83.239657564167,1001.5355
VCL,7,2,5,8,2240,85.551398499475,1144.612
VCL,7,2,5,9,2520,87.590498516783,1287.6885
VCL,7,1,7,1,392,55.376520425518,200.3071
VCL,7,1,7,2,784,67.376520425518,400.6142
VCL,7,1,7,3,1176,74.396070434172,600.9213
VCL,7,1,7,4,1568,79.376520425518,801.2284
VCL,7,1,7,5,1960,83.239657564167,1001.5355
VCL,7,1,7,6,2352,86.396070434172,1201.8426
VCL,7,1,7,7,2744,89.064779490210,1402.1497
VCL,7,1,7,8,3136,91.376520425518,1602.4568
VCL,7,1,7,9,3528,93.415620442826,1802.7639
VLA,7,4,1,1,224,45.688261360827,114.4612
VLA,7,4,1,2,448,57.688261360827,228.9224
VLA,7,4,1,3,672,64.707811369481,343.3836
VLA,7,4,1,4,896,69.688261360827,457.8448
VLA,7,4,1,5,1120,73.551398499475,572.306
VLA,7,4,1,6,1344,76.707811369481,686.7672
VLA,7,4,1,7,1568,79.376520425518,801.2284
VLA,7,4,1,8,1792,81.688261360827,915.6896
VLA,7,4,1,9,2016,83.727361378135,1030.1508
VLA,7,3,3,1,336,52.707811369481,171.6918
VLA,7,3,3,2,672,64.707811369481,343.3836
VLA,7,3,3,3,1008,71.727361378135,515.0754
VLA,7,3,3,4,1344,76.707811369481,686.7672
VLA,7,3,3,5,1680,80.570948508129,858.459
VLA,7,3,3,6,2016,83.727361378135,1030.1508
VLA,7,3,3,7,2352,86.396070434172,1201.8426
VLA,7,3,3,8,2688,88.707811369481,1373.5344
VLA,7,3,3,9,3024,90.746911386789,1545.2262
VLA,7,2,5,1,560,61.551398499475,286.153
VLA,7,2,5,2,1120,73.551398499475,572.306
VLA,7,2,5,3,1680,80.570948508129,858.459
VLA,7,2,5,4,2240,85.551398499475,1144.612
VLA,7,2,5,5,2800,89.414535638124,1430.765
VLA,7,2,5,6,3360,92.570948508129,1716.918
VLA,7,2,5,7,3920,95.239657564167,2003.071
VLA,7,2,5,8,4480,97.551398499475,2289.224
VLA,7,2,5,9,5040,99.590498516783,2575.377
VLA,7,1,7,1,784,67.376520425518,400.6142
VLA,7,1,7,2,1568,79.376520425518,801.2284
